日期,大里,彰化,沙鹿,二林,竹山,埔里,南投,豐原,線西,西屯,忠明,菜寮,富貴角,大同,觀音,士林,龍潭,萬里,陽明,板橋,林口,平鎮,汐止,基隆,永和,古亭,三重,松山,淡水,土城,中山,新莊,大園,中壢,新店,萬華,桃園,三義,頭份,竹東,湖口,新竹,苗栗,宜蘭,冬山,臺東,關山,花蓮,左營,復興,前金,仁武,鳳山,潮州,小港,橋頭,屏東,美濃,林園,恆春,楠梓,前鎮,大寮,麥寮,善化,斗六,臺西,新港,嘉義,臺南,朴子,安南,崙背,新營
2019-05-21,49.28,49.1,39.92,71.5,50.54,36.83,45.82,37.11,50.05,49.85,37.57,35.42,46.93,38.96,41.82,36.56,43.49,38.48,30.16,33.83,35.45,38.13,36.23,33.75,33.45,32.95,38.57,36.66,26.79,35.88,41.13,35.6,40.2,43.29,27.49,35.96,36.73,33.5,46.48,42.13,47.23,48.04,41.56,39.11,42.28,24.83,29.55,32.14,40.88,34.7,36.92,41.51,38.81,35.98,41.07,41.9,36.47,43.44,37.06,24.13,38.48,40.09,37.44,65.89,53.44,48.58,56.33,55.24,50.1,47.17,56.76,62.23,60.15,58.49
2019-05-28,27.12,25.98,20.57,30.65,30.9,25.51,25.48,24.38,24.29,27.04,16.75,29.51,34.88,31.77,29.67,30.57,31.19,39.24,16.34,30.4,30.19,28.03,27.77,26.55,29.26,23.93,32.32,30.52,19.22,29.46,31.94,28.28,28.13,31.43,21.42,28.15,26.51,18.06,25.73,26.53,30.39,31.46,21.54,24.21,30.1,15.6,20.33,23.16,25.82,24.31,23.44,26.55,25.79,24.94,26.2,28.72,26.45,30.94,28.56,9.61,23.34,26.5,30.05,34.37,34.96,24.64,25.49,31.61,28.1,29.15,31.79,40.51,26.83,34.38
2019-06-04,22.27,18.83,8.76,27.87,20.2,23.7,18.76,18.16,18.01,21.09,11.13,27.25,27.88,28.57,23.23,26.06,25.26,25.57,15.88,28.75,23.96,20.16,27.16,25.42,29.49,22.74,30.31,33.26,16.45,28.51,30.09,26.15,23.03,26.3,22.28,26.19,21.45,13.33,18.38,24.81,28.92,25.08,12.93,26.05,33.39,18.51,23.46,21.37,15.85,21.69,15.21,21.05,19.68,21.08,20.26,21.28,20.62,26.69,23.76,10.7,17.07,22.32,23.81,31.48,22.49,14.83,22.51,25.77,16.31,18.76,23.37,31.02,21.31,22.79
2019-06-11,23.42,22.65,17.37,22.66,20.36,22.25,16.28,15.72,22.86,25.26,5.72,25.61,38.59,29.14,28.94,22.81,21.4,28.6,15.125,27.18,24.3,23.01,24.55,12.76,27.88,17.96,27.64,28.93,17.49,17.12,27.77,24.3,25.33,22.15,18.65,21.54,20.61,7.66,22.75,26.21,24.92,28.61,21.46,20.2,28.1,16.05,26.2,13.69,22.19,25.13,23.11,22.0,22.3,24.28,23.27,22.54,10.89,23.86,26.17,11.715,19.27,25.25,20.5,34.9,13.71,12.56,27.67,22.16,25.65,24.96,27.07,39.05,28.44,17.19
2019-06-18,18.29,19.32,17.65,30.12,18.935,22.63,18.92,19.68,23.24,26.96,10.42,23.87,28.92,25.73,21.54,25.8,21.75,25.42,14.37,28.13,22.21,22.89,21.77,23.37,23.13,18.41,28.01,24.71,18.93,24.77,26.55,18.86,16.31,21.69,18.17,24.0,19.77,13.3,11.62,24.18,22.020000000000003,22.83,18.065,23.42,15.135000000000002,21.21,36.11,23.0,15.02,16.97,14.89,18.24,13.74,20.07,14.11,18.05,21.11,23.31,25.75,12.73,38.81999999999999,13.45,20.67,26.02,22.7,12.6,24.575000000000003,17.8,14.88,16.64,20.08,23.54,17.92,21.41
2019-06-25,18.35,10.2,14.72,26.3,17.51,16.91,19.28,20.91,23.62,25.9,10.6,26.11,15.29,26.72,23.44,13.21,25.73,22.925,16.59,26.23,19.34,25.11,30.32,22.47,26.47,18.86,25.51,12.38,20.37,26.48,28.13,12.19,22.45,25.2,19.61,21.8,27.38,15.66,10.58,21.92,19.12,22.5,14.67,17.36,2.17,22.17,20.61,16.58,14.09,21.09,16.68,18.18,21.08,20.2,18.35,20.59,20.65,26.77,23.97,12.59,58.37,19.49,19.94,28.37,23.2,12.64,21.48,18.34,18.4,18.68,23.02,23.77,11.37,23.93
2019-07-02,19.12,21.04,17.76,21.65,18.51,23.81,21.19,17.23,23.47,22.81,12.17,16.41,7.81,9.53,26.35,21.42,22.06,20.43,12.36,18.52,18.97,12.87,25.79,19.27,16.6,19.3,25.12,24.24,21.81,20.63,17.71,9.415,21.39,21.36,7.41,21.25,22.27,15.05,15.65,20.69,26.31,13.18,16.96,24.78,35.76,23.13,21.62,24.27,18.57,21.72,21.78,20.55,20.19,18.705,23.95,21.47,17.95,21.71,38.48,16.48,18.38,22.02,19.12,25.6,20.66,10.32,16.46,16.02,12.47,18.4,23.38,24.27,15.27,18.79
2019-07-09,19.89,11.77,27.39,21.2,23.46,16.55,21.9,15.31,26.54,16.23,15.69,25.63,22.13,31.37,17.83,17.36,15.13,18.46,13.73,16.3,24.31,33.09,29.28,15.85,28.3,24.28,16.25,18.47,26.09,18.36,28.39,6.64,22.1,13.14,22.4,17.61,19.5,14.86,16.78,20.02,28.55,32.5,17.96,11.74,39.74,24.53,26.1,11.3,21.13,12.72,12.42,11.24,11.67,17.21,13.74,12.39,17.68,18.04,34.775,26.65,20.93,15.73,12.23,19.04,12.06,12.68,14.7,10.89,16.41,25.84,13.51,20.45,18.48,12.54
2019-07-16,25.09,23.43,23.08,34.09,29.19,28.05,22.61,27.75,28.23,26.19,25.22,21.58,23.17,28.24,27.71,19.67,18.57,27.06,11.84,19.99,14.74,22.0,22.52,23.04,22.35,19.89,21.33,24.2,21.3,21.69,24.11,26.46,13.78,20.01,18.51,22.24,23.49,21.3,24.13,22.94,21.87,26.16,21.15,15.99,29.19,21.75,20.55,18.77,24.16,18.69,22.08,12.37,18.29,22.88,28.14,26.66,25.18,24.68,31.07,20.7,25.2,25.11,26.34,32.93,25.98,27.95,23.96,29.36,9.86,27.3,28.1,10.02,9.24,24.01
2019-07-23,20.46,17.56,16.19,22.55,20.74,18.62,21.27,21.11,20.76,18.17,17.42,23.82,17.26,30.27,23.805,23.27,19.15,31.765,15.29,25.74,22.31,21.61,27.7,22.82,25.88,23.04,26.53,25.6,23.0,29.19,24.6,27.95,19.66,19.31,21.73,24.09,17.935,18.45,19.04,21.49,20.91,20.8,16.57,19.26,24.5,14.01,16.4,15.27,15.04,13.76,14.74,19.98,19.15,18.0,18.18,18.67,21.2,19.63,21.17,10.24,18.98,15.88,22.15,21.55,16.24,19.04,17.14,19.77,18.78,14.64,18.29,16.57,19.34,16.81
