region,year,week,case_c,pop_total,case_per_capita(‰),AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
中彰投,2018,6,3808,348711,10.92,13.37,5.4,16.61,22.05,23.46,42.36,23.61,82.33,2.31
中彰投,2018,7,3530,347983,10.14,18.68,2.34,14.69,17.02,32.84,71.99,32.32,71.5,2.67
中彰投,2018,8,3911,348711,11.22,19.01,2.73,15.76,18.5,25.79,50.78,28.52,79.39,2.46
中彰投,2018,9,4065,348711,11.66,21.42,4.28,16.84,21.12,25.9,69.53,37.15,79.3,2.74
中彰投,2018,10,3546,348711,10.17,18.45,2.14,12.73,14.92,30.19,41.77,19.67,74.37,2.27
中彰投,2018,11,3579,346627,10.33,20.94,2.7,17.38,20.12,33.94,61.47,33.16,74.85,2.95
中彰投,2018,12,3742,347682,10.76,19.99,2.05,13.99,16.05,39.27,54.74,26.12,66.89,2.33
中彰投,2018,13,3534,347983,10.16,22.77,1.78,13.43,15.19,39.64,68.09,36.03,73.7,2.62
中彰投,2018,14,3105,347983,8.92,22.39,1.89,11.29,13.04,34.38,67.04,29.23,68.14,2.57
中彰投,2018,15,3411,347656,9.81,24.98,1.94,11.14,13.04,31.14,44.31,20.63,71.64,2.67
中彰投,2018,16,3073,346855,8.86,23.53,1.63,14.33,16.03,40.63,62.65,32.01,75.18,3.2
中彰投,2018,17,2746,347583,7.9,25.52,1.74,14.08,15.69,37.99,57.38,31.12,74.52,2.99
中彰投,2018,18,2653,345807,7.67,27.3,1.72,11.17,12.85,33.96,50.11,25.04,72.56,2.9
中彰投,2018,19,2527,347176,7.28,26.25,1.55,11.93,13.51,31.65,42.34,19.16,76.18,2.7
中彰投,2018,20,2221,346928,6.4,29.02,2.22,8.6,10.87,20.31,30.86,14.96,73.84,2.64
中彰投,2018,21,2130,344752,6.18,29.25,1.9,10.43,12.14,28.86,39.22,20.36,70.91,3.19
中彰投,2018,22,2005,343585,5.84,29.32,1.4,9.57,10.99,34.96,37.33,17.82,72.54,2.81
中彰投,2018,23,1958,343536,5.7,29.27,1.46,9.94,11.4,32.67,37.96,17.92,74.26,3.17
中彰投,2018,24,1938,345906,5.6,28.09,1.21,10.65,11.94,41.64,37.69,18.01,75.13,2.95
中彰投,2018,25,1793,342713,5.23,27.16,2.03,7.2,9.27,16.72,21.95,7.84,83.55,2.14
中彰投,2018,26,1872,345070,5.42,28.41,2.2,8.1,10.2,20.81,28.9,12.43,75.85,2.68
中彰投,2018,27,1885,344847,5.47,27.33,2.05,7.41,9.58,17.18,21.57,8.48,81.38,2.16
中彰投,2018,28,2042,345965,5.9,28.58,1.88,8.27,10.12,26.06,36.07,17.78,77.36,3.08
中彰投,2018,29,2127,344540,6.17,29.47,1.31,8.56,9.95,33.92,42.78,23.96,75.24,2.9
中彰投,2018,30,2047,344794,5.94,28.99,1.93,7.88,9.61,22.96,29.29,14.55,76.89,2.61
中彰投,2018,31,2000,341531,5.86,29.36,1.76,6.99,8.75,24.07,28.01,12.86,74.62,2.33
中彰投,2018,32,1938,344867,5.62,29.36,1.27,7.97,9.44,34.1,37.39,22.63,73.95,2.95
中彰投,2018,33,2124,345742,6.14,28.11,1.61,7.76,9.3,25.52,22.48,10.31,80.05,2.21
中彰投,2018,34,2068,343524,6.02,26.89,1.49,7.97,9.46,29.81,19.22,9.12,86.02,2.26
中彰投,2018,35,2285,347413,6.58,26.75,2.76,7.79,10.63,17.08,23.73,10.17,81.65,2.16
