region,year,week,value
雲嘉南,2017,14,65.5
高屏,2017,14,56.95
中彰投,2017,15,45.36
北北基桃竹苗,2017,15,42.84
宜花東,2017,15,33.61
雲嘉南,2017,15,50.57
高屏,2017,15,43.11
中彰投,2017,16,41.53
北北基桃竹苗,2017,16,43.64
宜花東,2017,16,34.0
雲嘉南,2017,16,44.79
高屏,2017,16,38.05
中彰投,2017,17,53.13
北北基桃竹苗,2017,17,42.57
宜花東,2017,17,34.25
雲嘉南,2017,17,63.97
高屏,2017,17,52.79
中彰投,2017,18,53.12
北北基桃竹苗,2017,18,45.54
宜花東,2017,18,32.94
雲嘉南,2017,18,58.43
高屏,2017,18,52.32
中彰投,2017,19,51.64
北北基桃竹苗,2017,19,47.66
宜花東,2017,19,32.62
雲嘉南,2017,19,56.18
高屏,2017,19,43.74
中彰投,2017,20,34.34
北北基桃竹苗,2017,20,28.99
宜花東,2017,20,25.55
雲嘉南,2017,20,44.85
高屏,2017,20,40.3
中彰投,2017,21,37.44
北北基桃竹苗,2017,21,30.03
宜花東,2017,21,23.33
雲嘉南,2017,21,45.04
高屏,2017,21,34.91
中彰投,2017,22,29.68
北北基桃竹苗,2017,22,24.57
宜花東,2017,22,21.78
雲嘉南,2017,22,37.89
高屏,2017,22,36.23
中彰投,2017,23,30.27
北北基桃竹苗,2017,23,35.21
宜花東,2017,23,24.66
雲嘉南,2017,23,35.88
高屏,2017,23,29.01
中彰投,2017,24,22.25
北北基桃竹苗,2017,24,21.11
宜花東,2017,24,26.35
雲嘉南,2017,24,25.82
高屏,2017,24,26.21
中彰投,2017,25,23.49
北北基桃竹苗,2017,25,24.45
宜花東,2017,25,28.47
雲嘉南,2017,25,25.27
高屏,2017,25,24.49
中彰投,2017,26,30.12
北北基桃竹苗,2017,26,29.92
宜花東,2017,26,28.04
雲嘉南,2017,26,29.05
高屏,2017,26,28.97
中彰投,2017,27,21.88
北北基桃竹苗,2017,27,23.93
宜花東,2017,27,21.63
雲嘉南,2017,27,26.89
高屏,2017,27,25.8
中彰投,2017,28,27.89
北北基桃竹苗,2017,28,28.18
宜花東,2017,28,21.24
雲嘉南,2017,28,32.15
高屏,2017,28,27.83
中彰投,2017,29,35.23
北北基桃竹苗,2017,29,30.44
宜花東,2017,29,22.86
雲嘉南,2017,29,43.59
高屏,2017,29,36.98
中彰投,2017,30,38.47
北北基桃竹苗,2017,30,30.64
宜花東,2017,30,24.44
雲嘉南,2017,30,37.67
高屏,2017,30,32.13
中彰投,2017,31,25.9
北北基桃竹苗,2017,31,31.31
宜花東,2017,31,32.68
雲嘉南,2017,31,29.19
高屏,2017,31,31.26
中彰投,2017,32,29.08
北北基桃竹苗,2017,32,32.16
宜花東,2017,32,33.31
雲嘉南,2017,32,30.74
高屏,2017,32,30.46
中彰投,2017,33,27.18
北北基桃竹苗,2017,33,31.29
宜花東,2017,33,27.39
雲嘉南,2017,33,26.76
高屏,2017,33,28.75
中彰投,2017,34,37.12
北北基桃竹苗,2017,34,27.89
宜花東,2017,34,25.71
雲嘉南,2017,34,40.51
高屏,2017,34,34.11
中彰投,2017,35,42.37
北北基桃竹苗,2017,35,25.84
宜花東,2017,35,24.08
雲嘉南,2017,35,42.35
高屏,2017,35,33.44
中彰投,2017,36,33.32
北北基桃竹苗,2017,36,31.96
宜花東,2017,36,28.1
雲嘉南,2017,36,30.87
高屏,2017,36,30.42
中彰投,2017,37,40.87
北北基桃竹苗,2017,37,35.57
宜花東,2017,37,29.71
雲嘉南,2017,37,46.64
高屏,2017,37,41.52
中彰投,2017,38,58.73
北北基桃竹苗,2017,38,46.63
